itemCategoryName,itemSecondCategoryName,itemThirdCategoryName,itemPOSName,itemDisplayName,itemDisplayDescription,itemId,itemPrice,priceLevelId,isActive,uniqueRetailerId,uniqueId,itemImageURL,itemTags,itemDisplaySequence,taxCategory,allowedThruSecurity,version
Soups,,,Pozole,Pozole,"Black Beans, Hominy, Tortilla Strips & Avocado Crema",1,700,99,N,unique_retailer_id,den_rootdown_c_item_1,,soup,1,,N,
Soups,,,Shoyu Ramen,Shoyu Ramen,"Yakisoba Noodles, Kombu Broth, Mushroom, Kimchi, Radish, Bok Choy, Shoyu Egg & Guanciale Bacon",2,1700,99,N,unique_retailer_id,den_rootdown_c_item_2,,soup,2,,N,
Soups,,,Pozole Soup & House Salad,Pozole Soup & House Salad,"Black Beans, Hominy, Tortilla Strips & Avocado Crema. Served with a house salad",3,1200,99,N,unique_retailer_id,den_rootdown_c_item_3,,"soup, salad",3,,N,
Soups,,,Shoyu Ramen & House Salad,Shoyu Ramen & House Salad,"Yakisoba Noodles, Kombu Broth, Mushroom, Kimchi, Radish, Bok Choy, Shoyu Egg & Guanciale Bacon. Served with a house salad",4,1200,99,N,unique_retailer_id,den_rootdown_c_item_4,,"soup, salad",4,,N,
Salads,,,Beet & Goat Cheese,Beet & Goat Cheese,"Arugula, Radish, Toasted Hazelnuts, Beet-Sunflower Pesto & Basil Viniagrette",5,1525,99,N,unique_retailer_id,den_rootdown_c_item_5,,salad,1,,Y,
Salads,,,Farm to Table Cobb,Farm to Table Cobb,"Tender Belly Bacon, Pickled Beet, Egg, Avocado, Dates, Tomato, Point Reyes Blue Cheese, Superseed Mix & Chipotle-Goddess Dressing",6,1500,99,N,unique_retailer_id,den_rootdown_c_item_6,,salad,2,,Y,
Salads,,,House Salad,House Salad,"Arugula, Romaine, Grape Tomatoes, Pickled Red Onion, Watermelon Radish, Pepitas, and House Ranch",7,700,99,N,unique_retailer_id,den_rootdown_c_item_7,,salad,3,,Y,
Breakfast,,,Breakfast Burrito,Breakfast Burrito,"Scrambled Eggs, Potatoes, Black Beans, Mozzarella, Chorizo, Mole, Avocado Crema & Salsa Roja",8,1500,99,N,unique_retailer_id,den_rootdown_c_item_8,,breakfast,1,,Y,
Breakfast,,,Breakfast Tacos,Breakfast Tacos,"Scrambled Eggs, Cotija, Chorizo, Red Onion, Salsa Roja, Avocado Crema & Home Fries",9,1300,99,N,unique_retailer_id,den_rootdown_c_item_9,,breakfast,2,,Y,
Breakfast,,,Korma Tofu Scramble,Korma Tofu Scramble,"Black Beans, Avocado, Pico de Gallo, Pepitas, Greens & Home Fries",10,1500,99,N,unique_retailer_id,den_rootdown_c_item_10,,breakfast,3,,Y,
Breakfast,,,Yogurt Partfait,Yogurt Partfait,"Mountain High Yogurt, Peanut Butter, Blueberries, Cornflakes & Superseed Mix",11,800,99,N,unique_retailer_id,den_rootdown_c_item_11,,breakfast,4,,Y,
Breakfast,,,Fried Egg Sandwich,Fried Egg Sandwich,"Croissant, Romesco, Tender Belly Bacon, Aged Cheddar, Avocado Mash & Tomato",12,1300,99,N,unique_retailer_id,den_rootdown_c_item_12,,breakfast,5,,Y,
